strain	nativename	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 11	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 38	AtMSQTsnp 40	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 49	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 62	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 76	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 214	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 231	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 249	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 266	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 286	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 331	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 360	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 388	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 397	AtMSQTsnp 398	AtMSQTsnp 399	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 409	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
6180	TÄL 07	3	2	1	3	3	2	3	4	2	2	4	1	3	4	4	4	1	2	2	1	2	2	2	1	2	2	4	3	2	1	1	4	2	1	4	3	4	1	1	2	3	3	4	1	1	3	1	3	4	1	2	2	2	2	1	2	3	4	2	2	4	2	3	1	3	4	4	4	2	1	1	4	1	4	4	2	1	1	4	1	3	1	2	4	1	3	1	2	4	4	1	4	2	4	4	3	1	4	3	3	2	2	4	1	2	4	1	3	2	3	2	4	3	3	3	3	3	3	3	3	1	0	1	2	1	1	2	1	1	1	3	3	3	4	1	1	2	3	1	1
6184	TBÖ 01	1	2	1	4	1	4	1	4	2	3	4	3	1	4	2	3	1	2	2	1	2	4	4	3	2	3	4	3	1	1	1	3	4	4	4	3	4	3	3	2	3	1	2	3	3	1	1	3	3	3	2	2	1	2	1	2	1	2	4	2	4	2	3	3	1	4	4	1	4	1	2	4	3	2	1	4	3	1	4	1	1	1	4	2	1	3	2	2	4	3	3	2	2	1	2	3	1	4	4	3	4	3	1	1	4	4	2	1	2	3	4	4	1	3	4	1	4	3	1	1	1	3	1	3	1	2	2	3	1	1	3	3	1	2	3	1	4	1	4	3
6185	TDÖ 01	1	2	1	0	1	4	0	4	2	3	4	3	1	1	2	4	2	2	2	1	4	4	4	3	4	3	4	1	2	3	1	4	4	4	2	3	2	3	3	2	1	1	2	6	3	3	1	3	4	1	4	2	1	4	1	4	1	2	4	2	4	2	0	3	1	4	1	1	2	3	1	4	3	4	1	4	0	1	0	1	1	1	2	2	1	0	1	1	4	0	1	2	2	1	2	2	1	4	0	3	4	3	4	1	4	4	2	1	0	3	4	4	3	0	4	0	4	3	3	3	1	3	1	3	3	1	2	3	3	0	4	2	1	2	1	1	4	1	4	3
6187	TDÖ 03	1	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	2	2	1	4	4	4	3	4	3	4	1	2	3	1	4	4	4	2	3	2	3	3	2	1	1	2	3	3	3	1	3	4	1	4	2	1	4	1	4	1	2	4	2	4	2	3	3	1	4	1	1	2	3	1	4	3	4	1	4	3	1	3	1	1	1	2	2	1	3	1	1	4	3	1	2	2	1	2	2	1	4	3	3	4	3	4	1	4	4	2	1	2	3	4	4	3	3	4	3	4	0	3	3	1	3	1	3	3	1	2	3	3	3	4	2	1	2	1	1	4	1	4	3
6188	TDr-1	3	2	1	4	1	4	1	4	4	2	4	1	3	4	2	4	1	2	2	1	4	4	4	1	4	2	1	1	1	1	3	4	4	1	2	3	2	3	3	3	1	3	4	1	3	1	3	3	4	3	4	2	2	2	1	4	3	4	2	1	3	1	3	3	3	1	4	1	2	1	2	1	1	4	1	2	3	1	3	1	3	3	2	4	1	3	2	2	3	3	1	2	4	4	4	2	1	4	4	1	4	2	1	1	4	1	1	3	4	3	4	2	3	3	4	1	3	3	1	3	3	1	3	2	1	2	2	1	3	3	3	2	1	2	3	3	2	3	1	1
6190	TDr-3	3	2	1	4	3	4	1	1	4	2	4	3	3	4	4	4	2	3	2	1	4	4	4	3	4	2	1	3	2	1	1	3	4	1	2	3	4	3	1	3	3	1	4	1	3	1	1	3	3	1	4	2	1	2	1	4	1	2	2	1	3	2	1	1	3	4	1	1	2	1	2	4	3	2	1	2	3	3	4	1	1	1	2	2	1	3	0	1	4	3	3	4	2	4	4	3	1	4	3	3	4	2	4	2	4	4	2	1	2	2	4	4	3	3	4	1	3	4	1	3	3	3	3	3	3	2	2	3	1	1	3	3	3	2	3	3	2	1	4	1
6191	TDr-4	1	2	1	4	3	4	1	4	4	2	4	1	3	4	2	4	2	3	2	5	9	4	9	6	4	2	7	1	1	1	3	3	2	1	2	1	2	1	1	3	3	1	4	1	3	1	3	3	10	6	4	9	2	2	1	4	3	4	2	2	3	2	1	3	3	4	4	1	2	1	2	1	1	4	1	2	3	0	10	1	3	6	2	4	6	1	2	2	3	10	6	2	2	4	9	8	3	4	4	3	2	2	1	5	4	1	2	1	2	3	4	4	1	3	4	1	3	3	1	3	1	3	1	3	3	2	2	3	1	1	3	2	3	2	3	1	4	1	1	3
6192	TDr-5	1	2	1	4	3	4	1	1	4	2	0	3	3	4	4	4	2	3	2	1	2	2	4	1	4	3	1	1	1	1	3	3	4	1	2	1	2	1	1	3	3	1	4	1	3	1	1	3	3	1	4	2	1	2	1	4	3	4	2	2	3	2	1	3	3	4	4	1	2	3	1	1	1	2	1	4	3	3	4	3	3	1	2	2	1	1	2	1	4	4	3	2	4	1	4	3	3	4	3	3	4	2	1	2	2	4	2	1	2	2	4	4	1	3	4	1	3	4	1	3	1	3	1	3	3	2	2	3	1	1	3	3	3	2	3	3	2	1	1	3
6193	TDr-7	1	1	1	4	3	4	1	1	4	2	4	3	3	4	4	4	2	3	2	1	2	2	4	1	2	3	1	1	2	1	1	3	2	1	2	1	2	1	1	3	3	3	4	1	3	1	1	3	3	1	2	2	2	2	1	4	1	2	2	1	3	2	1	3	3	4	1	1	2	1	2	4	1	4	1	2	3	3	4	3	3	1	2	2	1	3	2	2	3	4	3	2	4	1	4	3	3	4	3	1	4	2	4	1	4	4	2	1	2	3	4	2	3	3	4	1	3	4	1	3	1	3	1	3	3	2	2	3	3	3	3	2	3	2	3	3	2	3	1	1
6194	TDr-8	1	2	0	4	1	4	1	4	2	2	4	3	1	4	4	3	1	2	4	1	4	4	2	3	4	2	1	1	0	3	3	4	4	4	4	3	4	3	3	3	0	3	2	1	0	1	1	3	4	1	4	4	2	2	1	2	3	4	4	2	0	1	1	1	3	4	4	4	2	1	2	4	1	4	4	2	3	3	3	3	3	1	2	2	1	1	2	1	3	3	3	4	2	4	4	3	1	4	4	3	4	2	1	1	4	4	2	1	2	3	4	2	3	3	4	1	4	3	0	1	1	1	1	2	1	2	2	3	1	1	3	2	1	2	1	3	2	1	4	6
6195	TDr-9	3	2	1	4	1	4	1	1	4	3	4	3	1	1	2	3	2	3	4	1	4	4	4	3	4	3	1	1	1	1	3	4	2	1	2	3	2	3	3	3	1	3	4	1	3	1	3	3	4	3	4	2	1	4	2	4	1	2	4	2	3	2	1	3	3	1	4	1	2	1	2	1	1	4	4	2	3	1	3	1	3	1	2	2	1	1	2	1	3	3	1	2	4	4	4	3	3	4	4	1	4	2	1	1	4	1	2	1	2	2	4	2	3	3	4	3	3	3	1	1	3	3	3	3	1	1	2	1	1	1	3	2	1	2	1	3	2	3	4	3
6197	TDr-11	1	1	1	3	3	4	1	4	2	2	2	3	1	1	2	3	2	2	2	1	2	4	4	3	4	2	1	1	1	1	3	4	4	1	2	3	2	3	3	3	1	3	4	1	3	1	3	3	4	3	4	2	2	2	1	4	3	4	2	1	3	1	1	3	3	4	1	1	2	1	2	1	1	4	1	2	3	1	3	1	3	1	2	4	1	3	2	2	3	3	3	4	2	4	4	2	3	2	4	1	4	2	4	1	4	4	1	3	4	3	4	2	3	3	4	3	4	3	1	3	3	1	3	2	1	2	2	3	3	3	3	2	1	2	3	3	2	3	1	3
6198	TDr-13	3	2	1	4	1	4	3	4	4	3	9	3	3	4	2	4	1	2	2	1	4	4	4	1	4	2	1	1	1	1	3	4	4	1	2	3	2	3	3	3	1	3	4	1	3	1	3	3	4	3	4	2	2	2	1	4	3	4	2	1	3	1	3	3	3	4	4	1	2	1	2	1	1	4	1	2	3	1	3	1	3	1	2	2	1	3	2	2	3	3	1	2	4	4	4	2	1	4	4	1	4	2	1	1	4	1	1	3	4	3	4	4	3	3	4	1	3	4	1	3	1	3	3	2	1	2	2	1	3	3	3	2	1	2	3	3	2	3	1	1
6199	TDr-14	1	1	1	4	3	4	1	1	2	2	9	3	1	1	2	3	2	3	2	1	4	4	4	1	4	2	4	1	2	1	6	4	4	1	2	3	4	1	3	3	3	3	2	1	3	1	3	3	4	3	4	2	2	2	1	4	3	4	2	1	3	1	3	3	3	1	4	1	2	1	2	4	1	4	1	2	3	3	3	6	3	3	2	4	1	3	2	2	4	3	3	4	2	4	4	3	3	4	4	1	4	2	1	1	4	1	1	3	4	3	4	9	3	3	4	1	3	3	1	3	3	1	3	2	1	2	2	1	3	3	10	0	6	2	1	1	2	1	1	6
6200	TDr-15	1	1	1	3	1	2	1	1	4	2	2	3	1	1	2	3	1	3	4	2	2	2	4	3	4	3	4	3	2	1	1	3	4	1	2	3	2	3	3	3	3	1	2	1	3	3	3	3	3	3	4	2	1	4	1	2	1	2	4	1	3	2	1	3	3	4	1	1	2	1	2	4	1	4	1	2	1	3	3	3	3	1	2	2	1	1	2	1	4	4	3	4	4	4	2	2	1	4	3	1	2	3	1	2	4	1	2	1	4	2	2	2	3	3	4	3	3	0	1	3	1	1	3	0	3	2	2	3	1	1	4	2	3	4	3	1	2	1	4	3
6202	TDr-17	1	0	1	0	3	0	0	1	2	2	4	0	1	0	2	3	1	2	4	1	0	4	0	3	4	2	1	1	2	3	3	3	4	4	4	3	4	3	3	0	3	1	0	0	3	1	1	3	3	3	2	2	1	2	0	2	3	4	4	2	3	1	0	3	1	4	4	4	0	1	1	0	3	4	1	2	0	3	0	0	1	3	4	2	3	0	2	0	3	0	0	2	0	0	4	2	3	0	0	1	4	2	4	1	0	4	2	0	0	2	4	2	1	0	0	0	4	0	1	3	1	3	3	2	1	2	0	1	1	0	3	0	0	2	1	1	2	1	1	3
6203	TDr-18	1	1	1	3	3	4	1	4	2	2	2	3	1	1	2	3	2	2	2	1	2	4	4	3	4	3	1	3	2	1	1	4	2	1	2	3	2	1	1	3	1	3	4	1	3	1	1	3	3	3	4	2	1	2	2	2	1	2	4	2	3	2	1	3	3	4	1	1	2	1	2	1	3	4	1	2	1	3	4	3	1	1	2	0	3	1	2	1	3	4	3	2	4	4	2	2	1	2	4	3	4	3	1	1	2	4	2	1	4	3	4	2	3	3	4	3	4	3	1	3	3	3	3	2	3	2	2	3	1	1	3	2	1	2	3	3	4	1	1	3
6204	TDr-19	1	1	1	4	3	4	3	4	2	3	2	1	1	4	2	3	1	2	2	1	4	4	4	1	4	2	4	1	2	1	1	3	4	1	4	1	4	1	3	3	1	3	2	1	3	1	1	1	3	3	2	2	1	2	1	2	3	4	4	2	3	1	1	1	3	4	1	1	2	1	2	1	1	2	1	2	3	3	3	3	3	1	2	4	1	1	1	2	3	3	3	4	4	4	4	2	3	2	3	3	4	2	1	2	4	4	2	3	2	3	4	2	3	3	4	1	4	3	1	3	1	6	3	2	1	5	9	6	1	6	4	2	1	2	6	1	4	1	1	3
6206	TDr-21	1	1	1	4	3	4	3	4	2	3	2	1	1	4	2	3	1	2	2	1	4	4	4	1	4	2	4	1	2	1	1	3	4	1	4	1	4	1	3	3	1	3	2	1	3	1	1	1	3	3	2	2	1	2	1	2	3	4	4	2	3	1	1	1	3	4	1	1	2	1	2	1	1	2	1	2	3	3	3	3	3	1	2	4	1	1	1	2	3	3	3	4	4	4	4	2	3	2	3	3	4	2	1	2	4	4	2	3	2	3	4	2	3	3	4	1	4	0	1	3	3	3	3	2	1	2	2	3	1	3	4	2	1	2	3	1	4	1	1	3
6207	TDr-22	1	1	1	3	3	4	1	4	4	3	2	3	1	1	2	3	1	2	4	1	4	4	4	1	4	2	4	1	2	1	1	3	4	4	2	1	2	1	1	3	1	3	2	3	3	3	1	3	3	1	2	2	1	4	1	2	3	4	4	2	3	1	1	3	3	4	4	4	2	3	2	4	1	4	4	2	3	3	3	3	1	3	4	4	3	1	2	1	3	3	3	4	4	4	4	2	3	2	3	1	4	2	1	1	2	1	2	1	4	3	4	2	3	3	4	3	4	0	3	3	1	3	1	3	3	1	2	3	3	1	3	2	1	2	1	1	2	1	1	3
6208	TEDEN 01	1	2	1	3	1	4	3	4	2	3	2	3	3	1	2	4	2	3	2	1	2	4	4	3	2	2	4	1	2	3	1	3	4	1	2	1	4	3	3	2	1	3	4	3	3	1	1	3	4	1	4	2	1	4	1	4	1	2	4	2	3	2	3	3	1	4	1	1	4	1	2	1	3	4	1	2	3	6	3	1	3	1	2	2	1	3	2	1	4	3	1	4	2	1	4	3	1	4	4	3	4	3	4	1	4	4	2	1	2	3	4	4	3	3	4	1	4	3	1	1	1	1	3	2	1	2	2	3	3	3	4	2	1	2	1	3	4	1	4	3
6209	TEDEN 02	1	2	1	3	1	4	3	4	2	3	2	3	3	1	2	4	2	3	2	1	2	4	4	3	2	2	4	1	2	3	1	3	4	1	2	1	4	3	3	2	1	3	4	3	3	1	1	3	4	1	4	2	1	4	1	4	1	2	4	2	3	2	3	3	1	4	1	1	4	1	2	1	3	4	1	2	3	3	3	1	3	1	4	2	1	3	2	1	4	3	1	4	2	1	4	3	1	4	4	3	4	3	4	1	4	4	2	1	2	3	4	4	3	3	4	1	4	0	1	1	1	1	3	2	1	2	2	3	3	3	4	2	1	2	1	3	4	1	4	3
6210	TEDEN 03	1	2	3	4	3	4	1	4	2	3	2	3	3	1	2	4	2	3	2	1	2	4	4	1	4	2	4	1	2	3	1	3	4	1	2	1	4	3	3	2	1	3	4	3	3	1	1	3	4	1	4	2	1	4	1	4	1	2	4	1	4	2	3	3	1	4	1	1	4	1	2	1	1	2	1	2	3	3	4	1	3	1	4	2	1	3	2	2	4	3	1	4	2	1	2	3	3	4	4	3	4	3	4	1	2	4	2	1	2	3	4	2	3	3	4	1	4	3	1	3	1	1	3	3	1	2	2	1	1	3	3	2	1	2	1	1	4	1	4	3
6211	TFÄ 01	1	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	3	2	1	2	4	2	1	2	2	4	1	2	3	1	3	4	4	4	1	2	3	3	2	1	3	2	3	3	1	3	3	4	1	4	2	1	4	1	4	3	4	2	1	3	1	3	1	1	4	1	1	4	1	2	1	3	4	4	2	3	1	4	3	1	1	2	2	1	3	2	2	4	4	3	2	2	1	2	2	3	4	4	3	2	3	4	1	4	4	2	1	2	2	2	4	3	3	4	1	4	0	1	1	1	1	3	3	1	1	2	3	3	1	3	3	1	2	1	3	4	3	1	3
6213	TFÄ 03	0	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	3	2	1	2	4	2	1	0	2	4	1	0	3	1	3	4	4	4	1	2	3	3	2	1	3	2	3	0	1	3	3	4	1	4	0	1	4	1	4	3	4	0	1	0	1	3	1	1	4	1	1	0	1	2	1	3	4	4	2	3	1	4	3	6	1	2	2	1	3	2	2	4	4	3	2	2	1	2	2	0	4	4	3	0	3	4	1	4	4	2	1	2	2	2	4	3	3	4	1	4	3	1	1	1	1	3	3	1	1	2	3	3	1	3	3	1	2	1	3	4	0	1	3
6214	TFÄ 04	1	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	2	2	1	2	4	4	1	2	2	1	1	2	3	3	3	4	1	2	3	2	3	3	3	1	3	2	3	3	3	1	3	4	1	4	2	1	4	1	4	3	4	2	1	4	2	3	3	1	4	1	1	4	1	2	1	3	2	4	2	3	1	4	1	1	1	2	2	1	1	2	2	4	4	3	2	2	4	2	3	1	4	4	3	4	3	4	1	4	4	2	1	2	2	2	4	3	3	4	1	4	3	1	1	1	1	3	3	1	1	2	3	3	3	3	3	1	2	1	3	4	3	1	3
6215	TFÄ 05	1	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	3	4	1	2	4	4	1	2	2	1	1	2	3	3	3	4	4	4	1	2	3	3	2	1	3	2	3	3	3	1	3	4	1	4	2	1	4	1	4	3	4	2	1	3	1	3	1	1	4	1	1	4	1	2	1	3	4	1	4	3	1	4	3	1	1	2	2	1	1	2	2	4	4	3	2	2	4	2	2	3	4	4	3	2	3	4	1	4	4	2	1	2	3	4	2	3	3	4	1	4	0	1	1	1	1	3	3	1	1	2	1	1	3	3	3	1	2	1	3	4	3	1	3
6216	TFÄ 06	1	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	2	2	1	2	4	2	1	2	2	4	1	2	1	3	3	4	4	4	1	2	3	3	2	1	3	2	3	3	3	1	3	4	1	4	2	1	4	1	4	3	4	2	1	4	2	3	3	1	4	1	1	4	1	2	1	3	2	4	2	3	1	4	3	1	1	2	2	1	1	2	2	4	4	3	2	2	4	2	3	1	4	4	3	4	3	4	1	4	4	2	1	2	2	2	4	3	3	4	1	4	3	1	1	1	1	3	3	1	1	2	3	3	3	3	3	1	2	1	3	4	3	1	3
6217	TFÄ 07	1	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	3	4	1	2	4	2	1	2	2	4	1	2	3	1	3	4	4	2	3	2	3	3	2	1	3	2	3	3	3	1	3	4	1	4	2	1	4	1	4	3	4	2	1	4	2	3	3	1	4	1	1	4	1	2	1	3	2	1	4	3	1	4	1	1	1	2	2	1	3	2	2	4	4	3	2	2	4	2	2	3	4	4	3	2	3	1	1	4	4	2	1	2	2	2	4	3	3	4	1	4	0	1	1	1	1	3	3	1	1	2	3	3	3	3	3	1	2	1	3	4	3	1	3
6219	TFÄ 09	1	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	3	4	1	2	4	4	1	2	2	1	3	2	3	3	3	4	1	2	3	2	3	3	3	1	3	2	3	3	3	3	3	3	1	4	2	1	4	1	4	3	4	2	1	4	2	3	3	1	4	1	1	4	1	2	1	3	4	1	4	3	1	4	1	1	1	2	2	1	1	2	2	4	4	3	2	2	4	2	3	1	4	4	3	4	3	4	1	4	4	2	1	2	2	2	4	3	3	4	1	4	3	1	1	1	1	3	3	1	1	2	1	1	3	3	3	1	2	1	3	4	1	4	3
6220	TGR 01	1	1	1	4	1	4	1	4	2	3	4	3	1	4	2	3	1	2	4	1	2	2	2	3	2	2	4	3	1	1	1	3	4	1	2	1	2	3	3	2	3	3	2	3	3	1	1	3	3	3	2	2	1	2	1	2	1	2	4	2	3	2	3	3	1	4	4	1	4	3	1	4	3	4	1	2	3	1	4	1	3	1	4	2	1	3	2	1	4	3	3	4	2	1	4	2	1	4	4	3	2	3	1	1	4	4	2	1	2	3	4	4	1	3	4	1	4	3	1	1	3	3	3	3	1	2	2	3	3	1	3	3	1	2	3	1	4	1	4	3
6221	TGR 02	1	2	1	3	1	4	1	4	2	3	2	3	1	1	2	3	2	2	2	1	2	4	2	3	4	2	1	1	2	3	1	4	4	1	2	1	2	3	3	2	1	1	2	1	3	3	1	3	4	1	4	2	1	4	1	4	1	2	4	2	4	1	3	3	1	4	1	1	2	1	2	4	1	2	4	2	3	3	4	1	3	1	2	2	1	3	1	1	4	3	1	2	2	1	2	2	3	4	3	3	4	3	4	1	4	4	2	1	2	3	4	2	3	3	4	1	4	0	1	1	3	3	3	3	1	1	2	3	3	1	3	3	1	2	1	1	4	1	4	3
6222	THÖ 01	1	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	3	4	1	2	4	4	3	2	3	4	1	2	3	1	4	4	4	2	3	2	3	1	2	1	1	2	3	1	3	1	3	4	1	4	2	1	4	1	4	3	4	4	2	4	2	3	3	1	1	1	1	2	1	2	1	1	2	4	4	3	3	3	3	3	1	4	2	1	3	1	1	4	4	3	4	2	1	2	3	3	4	3	3	4	3	4	1	2	4	2	3	4	3	4	2	3	3	4	1	4	0	1	3	3	3	1	3	1	1	2	3	3	1	3	3	1	4	1	1	4	1	4	3
6226	THÖ 08	1	1	1	3	1	4	1	4	2	3	4	3	1	4	2	3	1	2	2	1	2	4	2	3	2	2	4	3	1	1	1	3	4	4	4	3	4	3	3	2	3	3	2	3	3	1	1	3	0	1	2	2	1	2	1	2	1	2	4	2	3	2	3	3	1	4	1	1	0	1	2	1	3	2	1	2	1	0	4	1	3	1	2	2	1	3	2	1	4	4	1	2	2	1	4	3	1	4	4	3	4	3	4	1	4	4	1	1	2	3	4	2	3	3	4	1	4	3	1	3	3	1	3	3	1	2	2	3	3	1	3	3	1	2	3	1	4	1	4	3
6227	TLÖ 02	1	1	1	4	3	4	1	4	2	3	4	3	1	1	2	3	2	0	4	1	2	0	2	3	2	3	4	3	1	1	1	3	4	1	2	1	4	3	3	2	1	0	2	3	3	1	1	0	4	1	2	4	0	2	1	2	3	4	4	2	4	2	3	3	1	4	4	1	4	3	1	1	3	2	1	2	1	3	4	1	3	1	4	0	1	1	2	1	4	3	3	4	2	1	4	3	1	4	4	3	2	3	4	1	4	4	1	1	2	3	4	4	1	3	4	1	4	3	1	1	0	0	1	0	1	2	2	3	1	3	3	2	1	2	3	1	4	1	4	3
6229	TNY 02	1	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	3	2	1	4	2	2	1	2	3	1	1	2	3	1	3	4	1	2	1	4	3	1	3	3	3	4	3	3	1	1	3	4	1	4	2	1	4	1	4	1	2	4	2	4	2	3	3	1	4	1	1	4	1	2	4	1	2	1	4	3	1	3	3	3	1	4	2	1	3	1	1	4	3	3	4	4	1	4	3	1	4	3	3	4	3	1	1	4	1	2	1	2	3	4	2	3	3	4	1	4	3	1	3	3	1	3	2	3	2	2	3	3	3	4	2	1	2	1	1	4	1	4	3
6231	TNY 04	1	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	3	2	1	4	2	2	1	2	3	1	1	2	3	1	3	4	1	2	1	4	3	1	3	3	3	4	3	3	1	1	3	4	1	4	2	1	4	1	4	1	2	4	2	4	2	3	3	1	4	1	1	4	1	2	4	1	2	1	4	3	1	3	3	3	1	4	2	0	3	1	1	0	4	3	2	4	1	4	2	3	4	3	3	4	3	1	1	4	1	2	1	2	3	4	2	3	3	4	1	4	0	1	3	3	1	3	2	1	1	2	3	3	3	4	2	1	2	1	1	4	1	4	3
6234	TNY 08	1	0	1	0	1	0	0	4	2	3	4	0	1	0	2	4	2	3	2	1	0	4	0	3	2	3	1	1	2	3	1	3	4	1	2	1	4	3	1	0	3	3	0	0	3	1	1	3	4	1	4	2	1	4	0	4	1	2	4	2	4	2	0	3	1	4	1	1	0	1	2	0	1	2	1	4	0	1	0	0	3	1	4	2	1	0	1	0	4	0	0	4	0	0	4	3	1	0	0	3	4	3	1	1	0	1	2	0	0	3	4	2	3	0	0	0	4	3	1	3	3	1	3	2	3	2	0	3	3	0	4	0	0	2	1	1	4	1	4	3
6235	TOM 01	1	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	3	2	1	2	4	2	1	2	3	4	3	2	3	1	3	4	4	2	3	2	3	3	2	1	1	2	3	3	1	1	3	4	1	4	2	1	4	1	4	1	2	4	2	4	2	3	3	1	4	1	1	4	1	2	1	3	2	4	2	3	1	4	3	3	1	4	2	1	3	1	1	4	4	3	4	4	4	2	3	1	4	4	3	4	3	4	1	4	4	2	1	2	3	4	4	3	3	4	1	4	3	1	3	1	3	1	3	1	1	2	3	3	1	4	2	1	2	1	1	4	1	4	3
6236	TOM 02	1	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	3	2	1	2	4	2	1	2	3	4	3	2	3	1	3	4	4	2	3	2	3	3	2	1	1	2	3	3	1	1	3	4	1	4	2	1	4	1	4	1	2	4	2	4	2	3	3	1	4	1	1	4	1	2	1	3	2	4	2	3	1	4	3	3	1	2	2	1	3	1	1	4	4	3	4	4	4	2	3	1	4	4	3	4	3	4	1	4	4	2	1	2	3	4	4	3	3	4	1	4	3	1	3	1	3	1	3	1	1	2	3	3	1	3	3	1	4	3	1	4	1	4	3
6237	TOM 03	1	0	1	3	1	4	0	4	2	3	4	0	1	1	2	4	2	3	2	1	2	4	2	1	2	3	4	3	2	3	1	3	4	4	2	3	2	3	3	2	1	1	2	3	3	1	1	3	4	1	4	2	1	4	0	4	1	2	4	2	4	2	3	3	1	4	1	1	4	1	2	1	3	2	4	2	0	3	0	3	3	1	2	2	1	3	1	1	4	3	1	4	4	4	2	3	1	0	4	3	4	3	4	1	0	4	2	3	4	3	4	4	3	0	4	1	4	3	1	3	1	3	1	3	1	1	2	3	3	1	3	3	1	4	3	1	4	1	4	3
6238	TOM 04	1	2	1	3	1	4	1	4	2	3	4	3	1	1	2	4	2	2	2	1	4	4	2	3	4	3	4	1	2	3	1	4	4	4	2	3	2	3	3	2	1	1	2	3	3	1	1	3	4	1	4	2	1	4	1	4	1	2	4	2	4	2	3	3	1	4	1	4	4	1	2	1	3	4	1	4	1	3	4	3	3	1	4	2	1	3	1	1	4	4	3	4	4	4	2	3	1	4	3	3	4	3	4	1	4	4	2	1	4	3	4	4	3	3	4	1	4	3	1	3	1	3	1	3	1	1	2	3	3	1	3	3	1	4	3	1	4	1	4	3
