strain	nativename	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 11	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 38	AtMSQTsnp 40	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 49	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 62	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 73	AtMSQTsnp 76	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 138	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 231	AtMSQTsnp 232	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 249	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 263	AtMSQTsnp 266	AtMSQTsnp 267	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 286	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 331	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 360	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 388	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 397	AtMSQTsnp 399	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
7573	ME-7B4	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	9	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	3	1	1	0	2	3	1	1	1	9	3	9	3	1	4	4	4	2	3	1	2	4	3	0	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	4	1	1	3	1	1
7574	ME-7B5	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	9	3	9	3	1	4	4	4	2	3	1	2	4	3	0	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	4	1	1	3	1	1
7575	ME-7B6	0	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	3	1	1	0	2	3	1	1	1	9	3	9	3	1	4	4	4	2	3	1	2	4	3	0	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	4	1	1	3	1	1
7576	ME-7B7	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	3	1	1	0	2	3	1	1	1	9	3	9	3	1	4	4	4	2	3	1	2	4	3	0	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	0	3	1	3	1	3	2	1	1	2	3	3	3	3	3	4	1	1	3	1	1
7577	ME-7B8	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	3	1	1	0	2	3	1	1	1	9	3	9	3	1	4	4	4	2	3	1	2	4	3	0	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	4	1	1	3	1	1
7578	PNA-1Y1	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	3	1	2	2	1	2	4	4	1	2	3	1	1	1	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	3	3	3	1	3	6	2	4	0	1	4	1	4	3	4	2	1	4	2	3	3	1	4	1	1	2	1	1	1	1	2	1	2	3	4	3	3	2	3	2	4	1	1	1	1	9	3	9	3	1	4	4	4	2	3	1	2	4	1	0	3	1	2	4	4	1	1	2	2	2	4	1	3	4	1	4	3	1	1	3	1	3	2	1	1	2	3	3	3	3	3	4	1	1	3	1	1
7579	PNA-2B1	3	5	3	10	6	9	0	7	9	2	9	3	1	7	9	10	1	8	4	5	9	4	9	3	4	8	1	1	1	6	6	10	4	9	1	2	3	2	3	6	8	3	6	4	1	1	3	1	6	10	3	4	2	9	5	4	1	4	6	9	9	2	10	5	3	3	1	4	7	4	2	1	1	4	1	4	4	2	1	4	3	3	0	6	9	2	3	1	1	1	9	3	9	3	1	4	4	4	2	3	1	2	4	6	0	2	1	5	4	4	5	0	4	8	4	9	6	3	10	3	4	0	6	1	3	6	3	8	6	2	9	3	1	6	10	6	4	1	1	3	1	6
7580	PNA-2B3	1	1	3	3	1	4	3	4	2	2	2	3	1	4	4	4	1	2	4	1	4	4	2	3	4	2	1	1	1	1	3	4	4	4	1	2	3	2	3	3	3	3	3	4	1	1	3	1	3	4	3	4	2	0	2	4	1	4	1	2	2	2	4	1	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	3	1	3	2	2	3	1	1	1	9	3	9	3	1	4	4	4	2	3	1	2	4	3	0	2	1	2	4	4	1	3	4	3	4	2	1	3	3	3	4	0	3	1	3	1	3	2	1	2	2	3	1	3	3	3	4	1	1	3	1	1
7581	PNA-2X1	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	2	4	1	2	3	2	3	1	2	3	1	4	1	1	3	1	3	3	1	4	2	9	2	2	1	4	3	4	4	2	3	2	3	3	1	4	1	4	2	1	1	4	1	4	1	4	3	3	3	1	1	1	0	2	1	1	1	1	9	3	9	3	1	4	4	4	2	3	1	2	4	3	0	2	1	2	4	4	1	1	4	3	4	2	1	3	3	3	4	4	3	1	3	1	3	2	1	2	2	3	1	1	3	1	2	1	1	1	1	3
7582	PNA-3M2	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	1	1	1	3	4	4	2	1	4	1	4	1	3	2	3	1	4	1	1	3	1	1	3	3	4	4	4	2	4	1	4	3	4	4	1	4	1	1	3	3	4	4	1	2	3	1	4	1	4	4	2	1	4	3	3	1	1	0	2	3	1	2	1	9	3	9	4	3	4	2	4	4	2	3	2	3	3	0	2	1	2	4	4	2	1	2	2	4	4	3	3	3	3	4	3	1	3	3	1	3	3	1	2	4	3	1	1	3	1	4	1	1	3	1	1
7583	PNA-3M3	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	1	1	1	3	4	4	2	1	4	1	4	1	3	2	3	1	4	1	1	3	1	1	3	3	4	4	4	2	4	1	4	3	4	4	1	4	1	1	3	3	4	4	1	2	3	1	4	1	4	4	2	1	4	3	3	1	1	0	2	3	1	2	1	9	3	9	4	3	4	2	4	4	2	3	2	3	3	0	2	1	2	4	4	2	1	2	2	4	4	3	3	3	3	4	0	1	3	3	1	3	3	1	2	4	3	1	1	3	1	4	1	1	3	1	1
7584	PNA-3M4	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	1	1	1	3	4	4	2	1	4	1	4	1	3	2	3	1	4	1	1	3	1	1	3	3	4	4	4	2	4	1	4	3	4	4	1	4	1	1	3	3	4	4	1	2	3	1	4	1	4	4	2	1	4	3	3	1	1	0	2	3	1	2	1	9	3	9	4	3	4	2	4	4	2	3	2	3	3	0	2	1	2	4	4	2	1	2	2	4	4	3	3	3	3	4	0	1	3	3	1	3	3	1	2	4	3	1	1	3	1	4	1	1	3	1	1
7585	PNA-3M6	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	1	1	1	3	4	4	2	1	4	1	4	1	3	2	3	1	4	1	1	3	1	1	3	3	4	4	4	2	4	1	4	3	4	4	1	4	1	1	3	3	4	4	1	2	3	1	4	1	4	4	2	1	4	3	3	1	1	0	2	3	1	2	1	9	3	9	4	3	4	2	4	4	2	3	2	3	3	0	2	1	2	4	4	2	1	2	2	4	4	3	3	3	3	4	0	1	3	3	1	3	3	1	2	4	3	1	1	3	1	4	1	1	3	1	1
7586	RMX-X2	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	2	4	1	2	3	2	3	1	2	3	1	4	1	1	3	1	3	3	1	4	2	2	2	2	1	4	3	4	4	2	3	2	3	3	1	4	1	4	2	1	1	4	1	4	1	4	3	3	3	1	1	1	0	2	1	1	1	1	9	3	9	3	1	4	4	4	2	3	1	2	4	3	0	2	1	2	4	4	1	1	4	3	4	2	1	3	3	3	4	4	3	1	3	1	3	2	1	2	2	3	1	1	3	1	2	1	1	1	1	3
7587	RMX-X4	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	2	4	1	2	3	2	3	1	2	3	1	4	1	1	3	1	3	3	1	4	2	9	2	2	1	4	3	4	4	2	3	2	0	3	1	4	1	4	2	1	1	4	1	4	1	4	3	3	3	1	0	1	0	2	1	1	1	1	9	3	9	3	1	4	4	4	2	3	1	2	4	3	0	2	1	2	4	4	1	1	4	3	4	2	1	3	3	3	4	4	3	1	3	1	3	2	1	2	2	3	1	1	3	1	2	1	1	1	1	3
7588	DM1.01	0	2	1	0	1	2	1	0	0	2	4	1	1	4	2	3	1	0	4	2	2	4	4	6	4	3	1	0	2	1	3	4	2	4	0	4	3	4	1	3	2	3	1	4	1	0	3	0	0	3	3	0	0	0	1	4	1	4	0	4	0	1	10	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	0	1	1	4	0	3	1	0	1	4	3	2	0	1	4	4	4	2	3	0	0	4	3	0	0	1	0	4	4	1	3	4	3	9	4	1	3	3	3	4	4	0	1	3	0	3	0	1	0	0	3	3	3	3	3	4	0	1	3	0	0
7595	DM1.10	3	2	1	0	1	2	1	1	2	2	2	1	1	4	2	3	1	3	2	2	2	4	4	1	4	3	1	3	2	1	3	4	0	4	0	4	3	4	1	3	2	3	1	4	1	1	1	3	3	3	3	4	2	4	2	4	1	4	1	2	2	1	4	0	1	1	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	3	0	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	0	4	1	0	2	1	1	4	4	1	1	4	3	4	2	1	3	3	3	4	4	3	1	3	1	3	2	1	1	4	3	1	3	4	1	2	1	1	1	0	3
7596	DM1.103	0	1	1	0	3	4	1	1	0	2	2	3	1	4	2	3	1	0	4	1	2	2	2	0	4	2	4	0	2	1	1	4	2	4	0	4	3	2	3	3	0	3	3	2	1	0	1	3	1	3	3	2	4	4	2	2	2	4	3	4	4	1	4	0	1	1	3	1	1	1	2	3	1	1	1	4	4	4	3	3	3	0	1	3	2	2	3	1	2	2	4	4	2	0	1	4	4	4	2	3	3	0	3	1	0	0	4	0	2	4	0	1	2	2	2	2	3	1	4	3	4	4	3	1	1	0	3	0	1	0	2	3	1	1	3	3	2	1	1	1	0	1
7599	DM1.114	1	1	1	0	3	4	1	1	4	2	2	3	1	4	2	3	1	0	4	1	2	2	2	1	4	2	4	1	2	1	1	4	0	4	0	4	3	2	3	3	0	3	3	2	1	3	1	3	1	3	3	2	4	4	2	2	2	4	3	4	4	1	4	0	1	1	3	1	1	1	2	3	1	1	1	4	4	4	3	3	3	0	1	3	2	0	3	1	2	2	4	4	2	0	1	4	4	4	2	3	3	0	3	1	4	0	4	0	2	4	2	1	2	2	2	2	3	1	4	3	4	4	3	1	1	0	3	0	1	0	2	3	1	1	3	3	2	1	1	1	0	1
7600	DM1.12	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	4	1	1	3	1	1
7601	DM1.13	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	2	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	4	1	1	3	0	1
7602	DM1.14	3	2	1	0	1	2	0	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	3	2	1	3	4	2	4	0	4	3	4	1	3	2	3	0	4	1	1	3	1	0	3	3	2	4	4	1	4	1	4	0	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	0	1	1	4	0	3	1	1	1	4	3	2	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	3	0	3	0	1	0	0	3	3	3	3	3	4	0	1	3	0	1
7604	DM1.18	3	2	1	0	1	2	0	0	0	2	4	1	1	4	2	3	1	0	4	2	2	4	4	0	4	3	1	0	2	1	3	4	2	4	0	4	3	4	1	3	2	3	1	4	1	0	3	1	0	3	3	2	4	0	1	4	1	4	3	4	2	1	0	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	0	1	1	4	0	3	1	1	1	4	3	0	0	1	4	4	4	2	3	1	0	4	3	0	0	1	0	4	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	3	0	3	0	1	0	0	3	3	3	3	3	4	0	1	3	0	1
7605	DM1.19	3	2	1	0	1	2	0	1	2	2	4	1	1	4	0	3	1	0	4	2	2	0	4	0	4	3	0	0	2	1	3	4	2	0	0	4	3	4	1	3	2	3	0	4	0	1	3	1	0	3	3	2	4	4	0	4	0	4	0	0	2	1	3	0	3	3	1	4	1	4	2	0	1	4	1	4	0	0	1	4	3	0	1	1	4	0	3	1	1	1	4	3	2	0	1	4	4	4	2	3	1	0	4	3	0	0	1	0	4	4	1	3	4	3	0	4	1	3	0	3	4	4	3	1	0	0	3	0	1	0	0	3	3	3	3	3	4	0	1	3	0	1
7610	DM1.29	0	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	0	0	3	1	3	2	1	1	2	3	3	3	3	3	4	1	1	3	1	1
7611	DM1.36	0	2	1	0	1	2	0	0	0	2	4	1	1	4	2	3	1	0	4	2	2	0	4	1	4	3	1	0	2	1	3	4	2	0	0	4	3	4	1	3	2	3	0	4	1	0	3	0	0	3	3	2	4	0	0	4	1	4	0	0	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	0	1	1	4	0	3	1	1	1	4	3	2	0	1	4	4	4	2	3	1	0	0	3	4	0	1	0	0	4	1	3	4	3	9	4	1	3	3	3	4	4	3	1	0	0	3	0	1	0	0	3	3	3	3	3	4	0	1	3	0	1
7612	DM1.37	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	0	4	3	1	3	2	1	3	4	2	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	9	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	0	1	1	4	2	3	1	1	1	4	3	0	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	0	2	3	3	3	3	3	4	1	1	3	0	1
7613	DM1.38	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	6	4	3	1	3	2	1	3	4	2	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	0	3	3	2	4	4	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	0	1	1	4	0	3	1	1	1	4	3	0	0	1	4	4	4	2	3	1	0	4	3	4	0	1	2	4	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	3	1	3	0	1	1	0	3	3	3	3	3	4	0	1	3	0	1
7614	DM1.39	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	0	3	1	3	2	1	3	4	2	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	9	1	4	1	4	3	4	2	1	0	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	0	1	1	0	2	3	1	1	1	4	3	0	3	1	4	4	4	2	3	1	0	4	3	0	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	0	2	3	3	3	3	3	4	1	1	3	0	1
7616	DM1.42	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	0	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	4	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	0	1	4	4	4	2	3	1	0	4	3	4	2	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	4	1	1	3	0	1
7617	DM1.43	1	1	1	0	3	4	1	1	4	2	2	3	1	4	2	3	1	0	4	1	2	2	2	1	4	2	4	1	2	1	1	4	2	4	0	4	3	2	3	3	2	3	3	2	1	3	1	3	1	3	3	2	4	4	2	2	2	4	3	4	4	1	4	0	1	1	3	1	1	1	2	3	1	1	1	4	4	4	3	3	3	0	1	3	2	2	3	1	2	2	4	4	2	0	1	4	4	4	2	3	3	0	3	1	4	0	4	0	2	4	2	1	2	2	2	2	3	1	4	3	4	4	3	1	1	0	3	3	1	2	2	3	1	1	3	3	2	1	1	1	0	1
7618	DM1.44	3	2	1	0	1	2	0	0	2	2	4	1	1	4	2	3	1	0	4	2	2	0	4	1	4	3	1	0	2	1	3	4	2	4	0	4	3	4	1	3	2	3	1	4	1	0	3	1	0	3	3	2	4	0	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	0	1	1	4	0	3	1	1	1	4	3	0	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	0	0	3	0	1	0	0	3	3	3	3	3	4	0	1	3	0	1
7619	DM1.45	0	1	1	0	1	4	0	0	0	2	2	1	1	4	2	3	1	0	2	1	4	0	2	0	4	3	1	0	2	1	3	3	4	4	0	2	3	4	3	1	2	3	0	4	0	0	1	0	0	3	3	4	2	4	0	4	0	4	0	2	2	1	4	0	1	1	3	1	1	1	2	3	1	4	3	4	1	2	1	4	3	0	2	1	2	0	3	1	0	2	2	4	4	0	3	4	4	4	4	3	1	0	4	1	0	0	1	0	4	4	1	1	4	3	0	2	3	1	10	3	4	0	3	1	0	0	0	0	1	0	0	3	1	3	4	1	2	0	1	1	0	3
7620	DM1.47	1	1	1	4	3	4	1	1	4	2	2	3	1	4	2	3	1	3	4	1	2	2	2	1	4	0	4	1	2	1	1	4	2	4	1	4	3	2	3	3	2	3	3	2	1	3	1	3	1	3	3	2	4	4	2	2	2	4	3	4	4	1	4	1	1	1	3	1	1	1	2	3	1	1	1	4	4	4	3	3	3	1	1	3	2	2	3	1	2	2	4	4	2	4	1	4	4	4	2	3	3	4	3	1	4	3	4	1	2	4	2	1	2	2	2	2	3	1	4	3	4	4	3	1	1	3	3	3	1	2	2	3	1	1	3	3	2	1	1	1	1	1
7622	DM1.60	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	3	2	1	3	4	2	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	0	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	3	1	1	4	2	3	1	1	1	4	3	0	0	1	4	4	4	2	3	1	0	4	3	0	2	1	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	4	1	1	3	1	1
7624	DM1.63	3	2	1	0	1	2	0	0	0	2	4	1	1	4	2	3	1	0	4	2	2	0	4	0	4	3	1	0	2	1	3	4	2	0	0	4	3	4	1	3	2	3	0	4	1	0	3	1	0	3	3	2	4	0	0	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	0	1	1	4	0	3	1	1	1	4	3	2	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	4	4	1	3	0	3	4	4	3	1	0	0	3	0	1	0	0	3	3	3	3	3	4	0	1	3	0	1
7625	DM1.64	3	2	1	0	1	2	0	0	2	2	4	1	1	4	2	3	1	0	4	2	2	0	4	1	4	3	1	3	2	1	3	4	2	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	0	3	3	2	4	0	1	4	1	4	0	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	0	1	1	4	0	3	1	1	1	4	3	2	0	1	4	4	4	2	3	1	0	4	3	0	0	1	0	0	4	1	3	4	3	0	4	1	3	0	3	4	4	3	1	3	0	3	0	1	0	0	3	3	3	3	3	4	0	1	3	0	1
7626	DM1.65	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	0	4	0	4	3	1	3	2	1	3	4	2	0	0	4	3	4	1	3	2	3	0	4	1	1	3	1	0	3	3	2	4	0	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	0	1	1	4	0	3	1	1	1	4	3	9	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	0	0	3	0	1	0	0	3	3	3	3	3	4	1	1	3	0	1
7627	DM1.69	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	3	2	1	3	4	0	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	0	3	3	2	4	0	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	0	1	1	0	2	3	1	1	1	4	3	0	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	0	1	0	0	3	3	3	3	3	4	0	1	3	0	1
7629	DM1.71	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	3	2	1	3	4	2	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	0	3	3	2	4	4	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	4	3	0	1	1	4	2	3	1	1	1	4	3	9	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	0	1	0	2	3	3	3	3	3	4	0	1	3	0	1
7631	DM1.75	1	1	1	0	3	4	1	1	4	2	2	3	1	4	2	3	1	3	4	1	2	2	2	0	4	2	4	1	2	1	1	4	0	4	0	4	3	2	3	3	2	3	3	2	1	3	1	3	1	3	3	2	4	4	2	2	2	4	3	4	4	1	4	0	1	1	3	1	1	1	2	3	1	1	1	4	4	4	3	3	3	0	1	3	2	2	3	1	2	2	4	4	2	0	1	4	4	4	2	3	3	0	3	1	4	3	4	1	2	4	2	1	2	2	2	2	3	1	4	3	4	4	3	1	1	0	3	3	1	2	2	3	1	1	3	3	2	1	1	1	0	1
